Unnamed: 0	description	M01	M03	M06	M09	M12	M19	M05	M44	M46	M47	M52	M55	M07	M33	M64	M72	M73	M34	M77	M78	M79	M88	M93	M95	M35	M99	M102	M107	M112	M120	M121	M126	M125	M38	M133	M134	M141	M144	M148	M150	M151	M155	M156	M39
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	42598.08605614039	47908.31426134875	49597.01838354648	45287.12220541125	38404.88877421567	44611.29190945903	469.60301723578016	24193.223793961333	8239.660608369655	7050.031290703186	3059.8337737171432	22329.14374998108	0.0	7986.853218149072	26212.07773933933	10493.732078990186	7312.234672532786	4498.83672486483	13615.164231429868	17884.057367991234	13171.622698484229	19944.736430496847	24684.30478095857	18054.8188220777	9476.968049299054	8106.67564342495	2485.4706271916552	7409.42846255675	2888.664309083577	12595.843744752032	11875.059661831796	11536.950361821884	19913.66782671606	7639.648906915008	12307.041319378844	5794.628743759254	6510.9746602508885	7335.449508078144	10204.636866891637	9047.016275290722	6260.033303414007	13263.84576707043	19863.197022229968	24479.952096667326
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	1187.280910796948	0.4312509083280098	151.33131541414343	23.015719205978257	66.74876131372118	838.8819874984844	0.0	0.9130896621897217	2.662344457038827	2.3181200758642726	32.39092478641507	3.744743966711057	0.0	0.0	0.0	4.854216129549942	4.585034475689945	65.39825149794221	4.626499913406665	5.239939315324959	7.8277791600272515	40.24420644018169	27.322336574614383	27.530586196830928	1.9190804237557375	23.758690581343384	0.0	3.5619777140237856	28.281813725380516	4.92401461325951	1.3501097958844028	1.290866279702936	6.753782364176337	1.46047923632691	5.125466785111361	117.50942886105138	0.0	0.0	0.0	8.922871130938361	2.2997950222192207	3.025521978691143	43.07584483508094	3.4993178707892687
AEROBACTINSYN-PWY	aerobactin biosynthesis	42.835065559113694	0.0	1.0553333333333331e-12	1.2757333333333333e-12	39.63665754943725	1.2701066666666624e-11	0.0	0.0	0.0	2.0742815592542003	0.3033369564120614	0.0	0.0	0.0	0.0	0.0026134287343889	0.0023543899175091	0.0	0.0	0.0025458101685927	0.0	0.0	0.0003466012813614	0.0034872002712106	0.0	0.0	0.0	0.0	0.0	0.0	0.0002599024832811	0.0	0.0013688441784146	0.0	0.0034725758869039	0.0	0.0	0.0	0.0	0.0030957672172402	0.0	0.0	3.68969657494584	0.0
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	1210.3249537018994	25191.206787031613	276.05786571378263	815.0070634141825	691.6347767639236	0.0	0.0	68.41338744307049	29.400976860058677	194.422183406761	59.29726044092515	27.030341847019415	0.0	0.0	0.0	64.80889273357757	77.720111793538	51.49927149853701	53.57602787497368	106.6797814172168	77.70341483082765	227.0864372155038	475.9895201325052	420.4397362211666	41.860680267497	10.233106612259215	0.0	36.57579585758781	0.0	104.20276508280216	111.07752782816024	81.43646988370494	206.2488978176919	23.37295467742267	0.0	112.85698060531055	0.0	0.0	0.0	72.81129900355651	57.21336501687438	34.05617075445596	476.9552111618095	84.1973468264847
ANAEROFRUCAT-PWY	homolactic fermentation	48170.4597358217	51058.29291675395	57740.532421253534	40479.19277695686	28684.342236845077	46393.59829678674	473.005080396055	15085.507516439184	4245.706275917979	4112.244912344592	1608.610669641313	15547.909031248715	0.0	4476.1763832202505	13592.175276850152	6256.296735618433	6466.609207588986	2388.355011539578	5921.443769736519	12175.14818704382	6914.093595866695	13838.967190316298	17420.069525503804	13825.027907934886	6624.9727385643455	7360.243229534726	3532.097418974583	4106.174056723758	1698.2867413933247	9474.99300400942	5785.549331092707	8931.72603762197	17521.39061054205	6709.375075198403	7526.480842449578	9205.746802759097	3168.839771552998	2764.313308146048	4268.241240935358	7002.61896076525	7816.051285113017	9932.20678733544	14700.109607227196	10992.49403601936
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	71972.8536353976	64286.0514293516	82700.96252960303	69979.16708968363	55572.73967651614	62554.92595279004	616.4966782289249	35770.961475622025	11485.994257928684	9384.63317958982	5761.539473175653	30067.83612291415	0.0	9654.095704366831	36653.34463265088	15177.20083761149	10620.77790433142	6629.245880855976	20152.44947397363	27000.032400467742	18202.63943115452	28244.664890819367	36193.53716708124	26268.958403897348	13337.49192417355	12134.97435773229	4175.068786720001	10967.130386465597	4267.364255208482	19082.35158576763	18353.462207595898	16081.606829861525	31511.91682462164	12292.128648861804	19243.67061304444	11183.78716739762	9906.19649395552	11413.584368040085	15373.052945590844	15147.247227758598	9647.838862312892	19160.526617586565	27633.98906708497	33143.265633457
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	17050.97619254853	16172.517254303451	13173.10903821466	12325.805176110283	16034.982119633609	15342.788523189056	18.648426407144147	8728.223629502647	2505.3476946576625	352.5625694076777	1397.3139822485575	7561.898749031996	0.0	1789.3610461235708	8822.141669862984	3927.5608696722666	3097.172511142246	2726.773335374079	2644.1957549409094	4778.3090413971	3832.383422582981	5664.247737203148	7534.075413687465	5512.946128908571	1592.2182816520176	4082.7708616551777	1178.178429727029	1165.738294434272	629.797686589351	4887.5993134161445	4122.199970626872	3603.868590342097	6441.236698285051	1785.0665768156443	6319.769971106129	2849.4059313681446	1293.0808243103809	1306.8458652992822	2897.580401295276	3978.5506704383088	1563.6436516980616	415.9437543436184	5325.081524552627	6929.389591787383
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	36.37711330122856	1.1986482786842905	8.551299414538187	26.54023259747659	25.53731189009182	0.0	0.0	1.0959041192417598	3.3001323071598923	45.35796282639188	2.759264668547443	1.8675020431274096	0.0	0.0	0.0	3.315937920414966	4.556357444876996	3.724705575017433	5.606508863510309	5.936622360187763	7.709271858403324	20.76484799821714	14.986869988988037	36.69349379705495	3.2189739747086	0.0	0.0	4.65169345593247	0.0	5.991410272591893	24.25252813020117	1.5504647613719282	7.902289792564536	1.7566473352858032	0.0072964042448612	2.769346535339248	0.0	0.0	0.0	1.3850892461988515	3.855428259462781	5.070301286823131	32.75978890044036	3.943403867787406
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	1941.1771395079536	4597.21966818246	7461.704787791021	4549.7298995815845	8703.92621858245	12316.95907407722	61.10313752447419	8317.274161501755	553.4480535168772	414.1053238886617	1096.4942282129205	9406.332355433147	0.0	896.5955503025639	7921.474144869519	2987.315207559744	3588.2189944798038	1102.8904593071543	2791.62878893975	3248.3420287017607	2030.0255011467573	4903.963038449603	7317.622158969832	3460.0607791443167	1646.718264962601	2182.397262033887	1100.811863466937	589.126843872147	633.3570691428342	4391.559341505516	2475.75221761131	4579.495960556178	6237.490133340911	2245.959295627419	4466.145979759469	2231.2870899605173	1507.678444362101	809.493437707105	2434.4962789725278	2514.5162233738897	1803.7240360568296	2534.4487743197315	6440.0086413885965	8297.776868906984
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	40908.095157954296	48285.677642304014	39795.466926586094	37958.87956655118	33749.35654245894	41861.19464911467	501.3264345581408	26986.697310693155	7711.287557404369	5982.050636618441	4304.636430491445	24402.819745859662	0.0	7854.654130783623	28250.895579420376	10769.28515882064	8384.912617777007	5560.864111132098	14150.32429259616	19797.90995793973	14359.531713789094	20451.13652926273	27209.26132893428	19808.213771970662	10169.935285452417	8757.771964250163	3786.46870497795	7803.273590072701	3212.4994562609377	14053.931675249663	13535.93311953494	12268.378123783428	23016.289924050463	8522.232401116247	15089.148555414526	8108.477362822195	7638.396307968628	8560.248584130593	11136.324981481668	10146.262692871847	6702.078204117671	14477.944749196422	20914.942957979365	26090.469192130324
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	42700.97444558943	45675.00238457196	39360.83072229864	41586.79432895577	35091.00817690399	41706.37645660422	496.2083646079153	27338.188112789318	7637.290034361744	6704.094750087711	4301.419903957964	24610.80077576789	0.0	8102.650293780209	28662.389542485445	10880.536714442223	8530.664028203993	5369.196176416891	14250.7162485934	19801.166200502397	14580.157850344513	20935.80683763484	27620.73184543635	20243.95721117756	10393.67079312112	8807.926219627618	3788.4343714481306	7799.317605470334	3230.714684634913	14218.825069901404	13596.037799282438	12616.09747024865	23207.73479438552	8697.20730424733	15024.553564563454	8330.536559682792	7781.848945732555	8622.279619000596	11167.626835934436	9978.395902180817	6916.985430308195	14353.007229985436	21509.11529763093	26541.630416653246
ARO-PWY	chorismate biosynthesis I	54889.72164437287	50208.75092471496	62895.80560433392	57261.01467546325	46245.81576395605	53621.751920468814	768.2699042407388	32352.94744033835	9498.980699730311	8387.477650561645	5408.6222961819085	29461.173202001413	0.0	9106.177393277478	33561.56949493602	13327.28980623404	10243.77382346391	6599.888939730193	17469.155470833757	22234.51047091711	16828.166169417174	24557.531814457096	31314.041467521605	22611.13311637713	11786.51462355147	10430.493120481418	4460.038920760451	9386.847226357788	3971.920708824864	17180.1598038476	16707.417698663576	14428.792492446404	26415.55752427413	10376.055773136804	17810.33998397342	9720.72518388593	8938.628330295911	10249.990564745798	13629.386345931349	12898.538696016638	9145.588664417595	17030.249046234716	24813.351206361385	30666.77292656897
