Unnamed: 0	description	M01	M03	M06	M09	M12	M19	M05	M07	M102	M107	M112	M120	M121	M125	M126	M133	M134	M141	M144	M148	M150	M151	M155	M156	M33	M34	M35	M38	M39	M44	M46	M47	M52	M55	M64	M72	M73	M77	M78	M79	M88	M93	M95	M99
EC:1.1.1.1	Alcohol dehydrogenase	84566.75612128916	122039.50667931612	105984.97004829426	85300.6302632222	66366.69248222314	91407.86220990734	1279.4965776199433	2367.8399979970386	7078.155415687037	21297.667158349373	12709.358964267303	60773.82840990151	21287.138813911766	50995.49600122939	30849.44440840185	32082.56116604728	24289.179356342716	18412.8891050014	13328.523135615156	13623.309872303502	15087.49072552134	45277.86883942821	36385.75234820332	57668.04764037512	15810.629531944012	14306.609710915742	23643.32294566649	15983.108516293334	63838.165754901536	63580.01193861268	26930.2243519715	20323.7000986767	5922.214925876225	54098.4441433671	47465.53289176945	19164.374727600145	16283.152157223376	29309.37719049388	34392.93824987275	29353.17061000742	55942.60886384906	85133.1189049462	49644.70852462985	16658.043662809403
EC:1.1.1.10	L-xylulose reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3708421260043389	0.0	0.4676552522871659	2.064237481502726	14.354823192934662	0.2520088122438905	0.000754285663392	4.179486386229386	0.0	0.0	0.0	0.0	2.175923854692047	152.42343172887507	13.563744375789618	1.3885043472611802	0.0	0.2381802967192699	3.4509240902751084	120.914550765239	8.18557042514741	32.737937386470804	0.3170690715009759	0.0	2.3521774169846097	111.2551325580037	2.683672776971301e-07	0.0	0.2704468329433844	2.207687325126796	0.0	41.17170395786262	1.9416264018977	0.6945753794736805	0.0
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	163284.60559262318	105778.72956309195	185119.39795423488	159200.59428619826	128358.20919780126	150518.70974932116	2405.3993637027643	591.9663076485156	21923.959291391948	44278.29391913042	26915.928101806647	131151.29453333002	63534.90117543526	127336.048544283	75951.81929211083	71324.41194320066	61657.00858190878	49021.48269478146	30711.853927374574	34315.668023735896	37635.5719736197	86371.48989394549	74893.4664471594	128898.97247051612	32808.60525554036	21702.625635408127	50588.74665518808	43118.85866851335	129906.2131704208	151436.38699413676	58526.63693467126	36082.897108555226	12347.2781327618	124336.57210641276	107356.9137588626	40823.23832480744	39048.074352392	70083.77608082561	77792.62668355352	58869.54288398323	119901.86421908588	163492.7917410874	95401.19238182844	35923.88811276785
EC:1.1.1.101	Acylglycerone-phosphate reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8850017409876737e-29	0.0	0.0	2.216233440932519e-28	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.102	3-dehydrosphinganine reductase	37.36716791069887	0.3047375869590886	1.0239940033842667	9.869409140080556	0.0	0.0	0.0	0.0	0.0	1.2190156161137071	2.550630469820543e-77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4272268346828437	3.7631050741907025e-10	2.029647620832465	0.0	0.6034052241243895	0.0	0.0	0.1999675516704836	0.0	0.0	0.0	0.0	0.0	0.0	0.0763412116176398	0.0	1.645674345167372	0.601799250831878	0.0	5.728942290640841	1.7066349162146606	10.136032936297395	0.0
EC:1.1.1.103	L-threonine 3-dehydrogenase	6937.759868458163	25060.96835697264	9766.066650607612	5577.628293235508	1386.1934249765902	4263.422976126493	0.0	591.96	712.6999098284302	951.857659694626	1738.8567607276848	4100.707074845112	2032.1901580153813	5006.466175580082	2310.8406331827773	5593.238757831317	1798.7633826002352	951.0333868938856	0.0	863.2661376539937	1807.2958561706373	1530.8752037931667	5277.296241762857	5454.8167204123565	1494.3189566079584	863.3409080513262	1586.8346431573557	1607.941803857073	5797.286840151843	6685.634501727303	2453.050207968364	1661.708668623068	617.3626725959391	4030.293451840231	3238.655266554209	2364.477792633505	2046.7080431390448	2849.2764144749926	3002.698441134697	4136.799801897097	4842.251907354703	7381.039187279454	4506.284928174136	1817.5286259392265
EC:1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	218.32739254650292	0.0	0.0	2.3982518530680985	0.0	0.0	0.0	0.0	0.0	0.0	4.328257651799617e-78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.107	Pyridoxal 4-dehydrogenase	25.186237331829656	0.0	12.177029305259502	30.266077403930705	24.96897300951681	0.0	0.0	0.0	7.125798480686994	0.0	0.0	6.813164654603281	0.0	45.35121819722878	31.178386054225538	431.8110076387971	79.45808492185587	0.0	0.0	0.0	35.151884252098	0.0	0.0	14.520206619729908	0.0	85.14640704041622	0.0	81.89804232967464	85.65880934379967	213.5944307576611	8.502963208624411	0.0	33.67955741535318	112.52502933615412	6.224008766128003	67.80126975717444	213.5277669698104	25.403092363546165	55.8380793369474	45.67672359762235	45.89470900347042	194.4139998962725	27.04815898453316	204.70651596431537
EC:1.1.1.108	Carnitine 3-dehydrogenase	82.59524512495771	0.0	870.1520269749088	24.64539492886965	1035.7399237492032	2384.66	0.0	0.0	303.538507857506	0.0	3.435060312686026e-76	416.3113508954164	272.00376625754177	300.90512594442856	355.3476219200449	923.9837387338844	83.07958002225685	160.1935061699734	0.0	115.2516633886956	533.0258638257129	0.0	4238.119972215475	5669.417929724409	148.0885401840814	170.38214907086666	60.63599916686213	174.5332578605945	581.8821948017037	1018.5264956266752	2441.813471037918	153.92222773433758	35.214584999812686	495.6404471874386	393.18265876291576	743.5260311756308	379.7229402805384	27.01062197376964	203.56704100043356	243.6442450527884	374.6569680234504	1624.0576876147052	1747.8078598446316	630.9257426872161
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	0.0028092122263348	0.0	58.93035193435753	61.6586968575282	0.0	0.0	0.0	0.0	0.0	0.0	0.0149443112755281	0.0	0.0	0.0	0.0	0.2614154248447035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5932292352451084e-09	0.0	0.0	0.0	1.171411574281528e-09	0.0	0.0	0.0002855141618328	0.0	0.0	0.0016287406686021	273.3	0.0	0.0633166175882956	0.0	1.1870698306259462e-09
